,symbol,price,timestamp
46189,ETHUSDT,2090.1,2023-12-01 13:32:00.745371+00:00
46190,DOGEUSDT,0.08343,2023-12-01 13:32:05.412404+00:00
46191,LTCUSDT,71.53,2023-12-01 13:32:08.863095+00:00
46192,DOGEUSDT,0.08343,2023-12-01 13:32:20.833017+00:00
46193,DOGEUSDT,0.0834,2023-12-01 13:32:35.833297+00:00
46194,BTCUSDT,38417.5,2023-12-01 13:32:48.059953+00:00
46195,LTCUSDT,71.49,2023-12-01 13:32:54.633896+00:00
46196,ETHUSDT,2090.1,2023-12-01 13:32:16.361923+00:00
46197,BTCUSDT,38430.46,2023-12-01 13:32:32.705291+00:00
46198,LTCUSDT,71.49,2023-12-01 13:32:39.434794+00:00
46199,ETHUSDT,2089.29,2023-12-01 13:33:17.731236+00:00
46200,BTCUSDT,38415.12,2023-12-01 13:33:03.323255+00:00
46201,DOGEUSDT,0.0834,2023-12-01 13:33:06.839875+00:00
46202,LTCUSDT,71.5,2023-12-01 13:33:26.117286+00:00
46203,DOGEUSDT,0.08335,2023-12-01 13:33:37.452540+00:00
46204,LTCUSDT,71.48,2023-12-01 13:33:40.788402+00:00
46205,ETHUSDT,2088.52,2023-12-01 13:33:48.074780+00:00
46206,DOGEUSDT,0.08333,2023-12-01 13:33:52.470612+00:00
46207,ETHUSDT,2089.29,2023-12-01 13:33:02.672516+00:00
46208,LTCUSDT,71.49,2023-12-01 13:33:10.867370+00:00
46209,BTCUSDT,38415.12,2023-12-01 13:33:18.482840+00:00
46210,DOGEUSDT,0.08338,2023-12-01 13:33:22.241587+00:00
46211,ETHUSDT,2088.7,2023-12-01 13:33:32.853914+00:00
46212,BTCUSDT,38401.32,2023-12-01 13:33:34.028761+00:00
46213,BTCUSDT,38395.85,2023-12-01 13:33:49.277331+00:00
46214,LTCUSDT,71.49,2023-12-01 13:33:56.827995+00:00
46215,BTCUSDT,38394.36,2023-12-01 13:34:04.583269+00:00
46216,DOGEUSDT,0.08333,2023-12-01 13:34:08.431836+00:00
46217,LTCUSDT,71.48,2023-12-01 13:34:11.880738+00:00
46218,ETHUSDT,2089.19,2023-12-01 13:34:34.336046+00:00
46219,DOGEUSDT,0.08336,2023-12-01 13:34:39.185624+00:00
46220,LTCUSDT,71.49,2023-12-01 13:34:42.740345+00:00
46221,BTCUSDT,38401.97,2023-12-01 13:34:50.022024+00:00
46222,DOGEUSDT,0.08335,2023-12-01 13:34:54.188774+00:00
46223,ETHUSDT,2088.52,2023-12-01 13:34:18.877189+00:00
46224,BTCUSDT,38398.91,2023-12-01 13:34:34.875603+00:00
46225,ETHUSDT,2089.32,2023-12-01 13:34:49.266733+00:00
46226,LTCUSDT,71.5,2023-12-01 13:34:58.428201+00:00
46227,ETHUSDT,2088.51,2023-12-01 13:34:03.474300+00:00
46228,BTCUSDT,38381.11,2023-12-01 13:34:19.611820+00:00
